"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma.ratio","alpha","beta"
"297",297,"comp",58,57,28,14.2857142857143,7,10,14,10,22,17,0,0,4,"3",4.28554711180663,0.456554604024515,0.511926499697191,0.891836238785394,2.77436647106779,-7.20952038437001
"298",298,"comp",54,51,39,25.6410256410256,12,14,12,12,21,30,0,3,13,"1",4.00444772958009,0.459647843205192,0.611111110964545,0.752151016334343,0.895640990699178,-2.00065862496365
"299",299,"comp",58,56,33,18.1818181818182,20,20,16,17,32,28,4,2,36,"4",4.43426125751395,0.583528640733125,0.638711207079875,0.913603259602976,0.392374585946237,-7.89866087063196
"300",300,"comp",61,60,31,64.5161290322581,23,19,18,27,24,27,19,18,35,"4",4.86576314455447,0.624413425722932,0.566455501902461,1.1023168168123,9.18933771226301,-1.96865517902009
"301",301,"comp",58,53,39,0,9,10,9,12,27,25,3,0,18,"1",4.39694893592636,0.456013189484189,0.730769230718499,0.624018048811158,0.247733790178871,-8.87739074602369
"302",302,"comp",60,60,29,51.7241379310345,7,13,16,10,30,22,22,10,32,"2",4.14663764490875,0.467025991262508,0.460933037809234,1.01321873884813,2.17422587942399,-5.61665865384481
"303",303,"comp",57,57,22,4.54545454545455,7,11,10,8,18,22,0,3,25,"2",4.66024517257945,0.503779762902183,0.594410838221573,0.847527888975661,6.60398624502454,-7.30571214053626
"304",304,"comp",60,58,32,65.625,11,7,10,8,18,27,4,7,31,"2",4.14882937394258,0.531935774332164,0.492200843185977,1.08072910011488,0.559152020007529,-5.37026409517581
"305",305,"comp",60,59,38,5.26315789473684,14,12,16,8,28,17,1,3,17,"1",4.06039410407403,0.813645733375907,0.994455898258465,0.818181816610268,0.615654994333232,-6.18223563137599
"306",306,"control",61,58,43,16.2790697674419,7,10,8,9,22,26,1,7,7,"2",4.05297876630469,0.473290947238016,0.545827796923966,0.867106713702134,2.36192710641872,-3.92529912492179
"307",307,"control",58,57,32,12.5,10,10,10,9,30,33,0,0,16,"3",4.054909938723,0.365669451499768,0.450193366325703,0.81224975499798,2.5670344150154e-07,-4.91248384275322
"308",308,"control",58,58,35,0,7,9,9,8,11,24,1,0,7,"3",4.4144289304979,0.435766373734496,0.666666666679738,0.653649560588928,1.26781536466015,-8.71856848797709
"309",309,"control",53,52,42,0,7,11,14,8,18,21,0,2,21,"1",4.41293373169037,0.521739199680247,0.663110641866033,0.786805650128072,0.343488590984847,-7.76156017777588
"310",310,"control",53,54,48,2.08333333333333,20,10,15,8,31,28,4,2,19,"1",4.56529975033959,0.474988683956223,0.582511388251556,0.815415275196475,2.95989499835285,-9.42103248258954
"311",311,"control",55,50,32,3.125,9,9,9,8,30,23,4,4,8,"2",3.76615129965843,0.604958546080574,0.736639027663751,0.821241508204091,0.0128383186065561,-5.34868699517257
"312",312,"control",61,60,52,0,18,15,18,12,32,28,8,8,25,"4",4.29677451151012,0.407362649934571,0.555291904568483,0.733600916172427,1.47344568510762,-7.65571937455007
"313",313,"control",36,36,40,0,27,27,29,20,35,41,28,23,39,"4",4.62258654980286,0.427575318782695,0.642470687905857,0.665517239667981,6.1031033580532,-7.88529103707925
"314",314,"control",54,55,23,4.34782608695652,7,7,7,8,13,21,0,1,0,"3",4.13009218856909,0.530114814511516,0.616984181680709,0.859203250669159,0.00269525778343658,-6.04216746050374
"315",315,"control",52,53,38,0,7,9,11,9,11,22,1,1,14,"3",4.43830688540043,0.399432597183312,0.611111109372456,0.653616979068643,2.37622756035456,-8.85096531748378
"316",316,"control",58,59,37,21.6216216216216,7,10,10,8,17,32,4,9,11,"2",4.13679970399409,0.413597879491678,0.47354964098486,0.873399204002144,0.74187033662075,-5.47663301724346
"317",317,"control",57,58,29,3.44827586206897,11,15,12,11,31,25,4,7,20,"1",4.32418154815201,0.59790776618566,0.73076923767268,0.818189567051083,2.71592912035368,-7.41136071644754
"318",318,"control",55,55,21,9.52380952380952,12,8,11,8,20,24,0,2,9,"3",4.63898788073745,0.53477099367802,0.583979333086587,0.9157361628733,5.71734588004179,-8.29964328146234
"319",319,"control",52,52,55,5.45454545454545,10,13,14,10,19,19,0,0,3,"1",4.38169342873678,0.568936051584185,0.666666665887514,0.853404078373676,1.78550796979383,-8.17494697652861
"320",320,"control",54,53,33,0,16,19,18,15,26,31,4,2,32,"1",4.43942970584441,0.432235096587975,0.539003142692231,0.801915726184884,2.85810765442226,-8.58911973930715
"321",321,"control",58,58,40,5,9,11,14,8,27,23,0,3,9,"1",4.26453787831009,0.446689039170544,0.531133139005955,0.841011427015357,2.56218793233428,-7.04794470372037
"322",322,"control",53,52,37,0,9,8,8,8,19,23,0,0,6,"3",4.23039128495778,0.617598636621639,0.755173140005045,0.817823892170626,1.03331281193614,-6.72373793026006
"323",323,"control",58,58,44,2.27272727272727,12,11,12,11,26,23,0,6,13,"1",4.18622788548649,0.371412284955033,0.488071435094437,0.760979353121062,1.65334146972462,-6.8760806273922
"324",324,"control",54,53,54,5.55555555555556,14,12,9,12,34,43,0,0,4,"1",4.42422648806535,0.501033067379672,0.590909090816474,0.847902114160034,5.03636778012504,-7.35832475917021
"325",325,"control",52,51,44,0,14,8,8,8,27,27,0,0,14,"3",4.42747301301976,0.39258836460601,0.508882150264521,0.771472067554225,2.21305578941365,-8.66778737798103
"326",326,"control",52,48,35,22.8571428571429,10,9,12,11,10,22,0,0,16,"3",4.16859195290926,0.631720010402048,0.749999999329689,0.842293347955529,0.607681392727719,-3.18918291894271
"327",327,"control",57,54,60,6.66666666666667,12,14,14,13,23,31,20,23,24,"4",4.08091263818876,0.450671368987796,0.550549300840664,0.818584944708205,0.22700152873955,-5.46022591740583
"328",328,"control",53,53,56,3.57142857142857,7,11,10,8,13,25,1,0,38,"2",4.17154544320782,0.70203149655823,0.858038496818297,0.818181817204521,0.184973736004486,-6.06404270349178
"329",329,"control",60,59,22,4.54545454545455,15,10,15,12,29,27,0,2,11,"1",4.50927106384668,0.432176007934049,0.506741532472075,0.852852944233192,1.59057412947606,-9.03885883670515
"330",330,"control",47,49,56,28.5714285714286,14,14,14,16,20,24,0,0,0,"1",4.273057186911,0.572076828362774,0.550909085686229,1.03842329565173,2.36892877622779,1.11043216623206
"331",331,"control",59,61,34,17.6470588235294,13,20,14,8,21,23,4,5,21,"1",4.06912918966827,0.678596337364073,0.785730888587634,0.863649816012532,0.898038055583796,-4.61406994027569
"332",332,"control",49,48,37,0,14,7,18,9,24,28,1,2,7,"1",3.91633021872416,0.674023536299948,0.823806548425113,0.818181814151019,0.0390582113074158,-6.70286735255453
"333",333,"control",54,53,45,2.22222222222222,10,13,12,8,20,20,11,8,24,"2",4.51346001963527,0.395841265522525,0.495236459076803,0.799297503783211,0.515701027898541,-8.90939317583751
"334",334,"control",62,62,36,0,18,12,13,11,29,22,0,4,16,"1",4.37480590049376,0.504674726583536,0.622061485865729,0.811293960565932,2.36644672528774,-8.12341356386829
"335",335,"control",60,59,55,1.81818181818182,7,7,7,8,17,26,0,1,0,"3",4.36821593529074,0.549821119463788,0.67527887506685,0.81421341576746,2.85262729538597,-8.20428785678853
"336",336,"control",58,57,27,0,11,20,11,14,25,20,10,13,28,"4",4.51243294972567,0.448138075970511,0.649520124336531,0.689952565254653,4.64696026897032,-8.45916306691475
"337",337,"control",48,45,33,9.09090909090909,12,11,15,8,30,25,2,0,32,"1",3.78473845745935,0.644209068532015,0.787366641991328,0.818181815402729,0.0661862903151475,-4.49878046154682
"338",338,"control",46,52,30,23.3333333333333,27,23,24,31,34,34,21,21,38,"4",3.78226848723051,0.444258740572779,0.796208978238304,0.55796750942918,0.111368584437381,-0.839920377788839
"339",339,"control",61,60,20,5,11,8,9,8,30,31,0,0,18,"3",4.24950276784924,9.23369299595792e-08,0.527673605778921,1.74988722097018e-07,3.98270077578409,-0.213872227835178
"340",340,"control",57,54,47,8.51063829787234,13,19,13,13,25,25,2,4,18,"1",4.00263585344361,0.581532248251682,0.729706896171646,0.796939498999733,1.44041141519019,-4.77475794360231
"341",341,"control",50,47,40,17.5,21,8,25,8,29,24,6,23,42,"4",4.14905911407108,0.549304144531926,0.611111107540001,0.898861332668496,0.624411947242406,-5.93902199388984
"342",342,"control",57,56,27,18.5185185185185,11,18,19,10,29,32,0,0,21,"1",4.08600865308245,0.548495414940728,0.610281979301246,0.898757350772078,0.945983529889753,-4.44691981209456
"343",343,"control",38,38,60,6.66666666666667,9,12,9,8,15,37,1,4,6,"2",4.68498292583134,0.514853662952207,0.600417323630246,0.857493018088313,7.09622928483888,-6.55812689479971
"344",344,"control",41,41,53,3.77358490566038,18,24,25,13,31,27,10,20,37,"4",4.63815448566359,0.509104528916373,0.602700629719388,0.844705486956945,6.43765562450828,-7.55352447084932
"345",345,"control",49,53,37,16.2162162162162,9,17,15,8,31,35,7,4,29,"2",3.78460487004576,0.40416420332367,0.545520241141401,0.740878473139751,0.0103350655264259,-1.74151067260542
"346",346,"control",54,53,52,5.76923076923077,18,13,16,8,30,25,2,6,23,"1",4.4390794993641,0.56826858836633,0.643974655634745,0.882439368372667,1.17712599526958e-05,-8.94505776654996
"347",347,"control",59,57,52,1.92307692307692,12,11,13,8,23,24,2,0,5,"1",4.08840178033756,0.317138752174824,0.464309434910343,0.683033185048378,1.72307349792911e-06,-6.28780128498421
"348",348,"control",53,53,50,14,21,15,11,11,43,36,8,11,1,"4",4.21461381055583,0.627541119681955,0.730769230769293,0.858740479564707,0.947550799385011,-4.95141628457156
"349",349,"control",62,61,38,0,7,8,10,10,11,23,0,0,1,"3",4.50570399054348,0.412052518363809,0.505540617042446,0.815073021777026,0.852854266445018,-8.98687442454149
"350",350,"control",60,59,20,5,14,11,14,13,26,27,1,0,12,"1",4.41496938455555,0.45413228776738,0.523012682684332,0.868300717750424,3.98344726878804,-7.93440736660378
"351",351,"control",55,55,37,8.10810810810811,11,14,10,11,23,30,7,12,9,"2",4.37118313232156,0.524848700722558,0.597069839537429,0.879040718468005,3.24844043232223,-8.14324868120853
"352",352,"control",56,55,23,8.69565217391304,8,11,11,8,28,34,5,5,28,"2",4.53565311426784,0.517359481295537,0.612459775104827,0.844724016702953,7.38809292478663,-5.099514543105
"353",353,"control",57,57,58,3.44827586206897,19,16,16,20,32,41,16,15,31,"4",4.03579163834952,0.46139644630896,0.675896291988417,0.682643849031305,3.04534336649404,-3.40548630514542
"354",354,"control",56,56,39,2.56410256410256,7,7,8,8,15,33,1,0,3,"3",4.14881578067747,0.46414025644516,0.565727411382911,0.820430912673256,0.484179182146846,-6.43491096284224
"355",355,"control",54,54,33,0,12,9,11,8,20,18,0,0,17,"3",4.45648828699538,0.420178479921942,0.617942909569531,0.679963267504186,3.00698926057603,-8.82545648771973
"356",356,"control",55,55,45,8.88888888888889,7,7,10,8,11,23,0,0,26,"3",4.66607274236583,0.480138284836802,0.53363102065977,0.899757072299075,4.86812767139773,-9.01989581214424
"357",357,"control",51,50,30,26.6666666666667,9,7,12,8,39,31,2,10,9,"2",4.0126764682727,0.390539646869233,0.463235880963217,0.843068645842319,0.109239742607545,-2.51362629617653
"358",358,"control",54,53,31,0,14,9,9,7,35,27,0,0,11,"3",3.9825989607986,2.40801502380246e-08,0.572960039342495,4.2027625985327e-08,5.27331007417436,-1.01776953314522
"359",359,"control",59,62,29,0,13,16,14,12,20,20,0,0,7,"1",4.10245196943551,0.355938303216254,0.550812478437888,0.646205954203688,1.08512475731357,-5.0751037620947
"360",360,"control",62,60,32,0,10,13,11,9,28,22,0,3,11,"1",4.4528862879042,0.422468562341685,0.621805482587136,0.6794223823565,3.34748742164106,-8.68134425985248
"361",361,"control",61,60,42,9.52380952380952,12,12,18,8,26,33,3,7,25,"1",4.38937842482744,0.412690723558181,0.475059370607384,0.868713994696153,2.54255835332045,-8.21770976077083
"362",362,"control",39,48,23,21.7391304347826,13,10,13,13,23,24,10,9,28,"4",4.25911039987843,0.584352397471364,0.420020142647163,1.39124850962743,0.000360931082356553,1.28198276852291
"363",363,"control",60,60,38,7.89473684210526,11,13,10,9,19,16,9,10,9,"2",4.23725233253527,0.5828658177782,0.666666666268777,0.874298727189112,1.82303742441609,-6.97519812562367
"364",364,"control",57,50,37,5.40540540540541,18,13,15,12,27,31,3,8,27,"1",4.30151782811562,0.597902475354546,0.730769229717576,0.818182335873146,0.311949532919718,-7.43387370651434
"365",365,"control",59,51,32,0,7,9,9,7,14,27,0,0,8,"3",3.96648723663632,0.497462714347326,0.730769230674697,0.680738451300192,0.0999537833262108,-5.71792229926994
"366",366,"control",60,58,36,2.77777777777778,11,11,13,9,25,22,0,1,14,"3",4.31763460570632,0.548988549695164,0.666666666341896,0.823482824943911,1.33888880442257,-8.16350534163483
"367",367,"control",46,43,37,5.40540540540541,16,19,22,17,32,28,2,1,21,"1",4.21175608557242,0.646233141663042,0.730769229875876,0.884319037041019,0.788426909204496,-7.53282211447375
"368",368,"control",60,58,36,0,8,9,8,10,16,18,0,0,2,"3",4.14520103580243,0.370707288911993,0.677692926053865,0.547013661586499,0.733232334731161,-6.33901317230241
"369",369,"control",57,56,42,2.38095238095238,14,15,15,16,19,19,0,0,6,"1",4.16384946142479,0.472687188109385,0.599845270801798,0.788015195114493,0.552248659753762,-6.0152764270574
"370",370,"control",52,50,37,0,13,12,13,8,23,26,0,0,11,"3",4.1987240199892,0.402770866734042,0.666666666674545,0.604156300093923,0.0684621116982626,-8.78750446930541
"371",371,"control",58,58,38,2.63157894736842,16,20,14,15,27,27,5,3,30,"4",4.69091458596932,0.49142966238565,0.602630554669337,0.81547418825336,6.74254955431236,-6.98263275465966
"372",372,"control",55,55,55,7.27272727272727,14,14,14,16,25,29,0,0,5,"1",4.17118770751254,0.449547924964084,0.549447464777614,0.818181816793051,0.167030813877939,-5.97206628887547
"373",373,"control",55,51,28,3.57142857142857,13,13,10,9,17,21,14,14,32,"2",3.89444438892743,0.336235550804088,0.666666666690595,0.50435332618803,0.471081156491632,-2.11324136243293
"374",374,"control",54,53,44,2.27272727272727,16,11,20,8,29,23,0,0,20,"1",4.4734815568228,0.488362919576057,0.596888016292652,0.818181813415089,4.92636415210501,-7.97159511148613
"375",375,"control",36,40,28,0,24,16,24,13,38,29,8,16,45,"4",4.00674190001956,0.697934936367591,0.999999957404489,0.697934966096488,0.324710994352206,-3.59449041836099
"376",376,"control",61,58,35,0,13,16,16,14,22,21,12,9,37,"4",4.41915953205778,0.437140245935988,0.666666666691607,0.655710368879452,1.89208992320079,-8.74284324523638
"377",377,"control",57,53,37,5.40540540540541,7,8,8,8,24,26,0,12,11,"2",4.41084958667188,0.591860999447484,0.671347765582773,0.88160120549997,0.747105769580001,-8.90907736997169
"378",378,"control",60,58,28,0,8,17,12,9,14,20,0,4,20,"1",4.35280855179949,0.562661097042532,0.666666665601191,0.843991646912677,1.39335082268485,-7.75087602608563
"379",379,"control",60,61,37,2.7027027027027,12,16,17,13,22,25,4,6,25,"1",4.28912045963354,0.563094163845164,0.666666666502717,0.844641245975464,1.95132863339854,-7.49334811024739
"380",380,"control",58,57,36,0,15,16,14,16,30,21,1,1,38,"1",4.4620193147846,0.38642348176731,0.590909090926636,0.653947430663723,1.08134727000637,-9.10286679279408
"381",381,"control",54,52,41,2.4390243902439,12,7,14,8,19,23,0,6,19,"1",4.3331336905105,0.581321500344142,0.730769230710009,0.795492579482767,0.957441082145552,-7.9193598223454
"382",382,"control",58,58,28,0,16,15,11,13,32,22,0,3,40,"1",4.41944463087939,0.442125862212019,0.666666666696004,0.663188793288844,2.55623622915115,-8.63956280164779
"383",383,"control",62,58,38,2.63157894736842,7,8,10,8,13,25,0,2,6,"3",4.41134041168031,0.446685950708613,0.554339099906765,0.805799105247567,0.192774680724601,-8.20172294576505
"384",384,"control",59,59,42,0,9,11,8,12,23,30,1,0,7,"1",4.66758244076828,0.438758855388231,0.653142866040272,0.6717655174713,6.08187965019626,-7.74627789145098
"385",385,"control",56,57,24,33.3333333333333,16,10,13,14,21,29,0,7,17,"1",4.02290508867145,0.68178983217565,0.726182595626592,0.938868318081023,1.60419537912983,-3.92210985651807
"386",386,"control",57,53,47,0,7,7,7,8,19,19,0,1,11,"3",4.4454814915917,0.536059768220798,0.66666666616556,0.804089652935599,1.47129162311585,-8.70794099102761
"387",387,"control",52,53,28,0,11,19,11,12,26,22,11,18,37,"4",4.45036013787733,0.40624351851286,0.707462879490091,0.574225913882101,7.25665042533943,-3.82863332079791
"388",388,"control",36,49,47,19.1489361702128,26,23,25,22,32,36,26,21,34,"4",4.11453822104256,0.557213324915483,0.45943269106138,1.21282907323859,0.0856104026140532,1.31181192381902
"389",389,"control",37,36,20,0,15,9,9,12,19,25,0,0,6,"1",4.44249728099231,0.410612761995317,0.502040176135836,0.81788825180441,2.77711204618345,-8.58898148970591
"390",390,"control",58,59,53,5.66037735849057,14,21,17,18,22,25,0,3,8,"1",4.24408598215603,0.515300541703953,0.630931659930915,0.816729567446935,4.67304503367805,-5.79403950781035
"391",391,"control",49,49,39,7.69230769230769,11,10,9,9,26,29,1,1,15,"1",4.19312008438751,0.525061723025898,0.609301032389643,0.861744351501649,2.44597650896967,-6.17726760735177
"392",392,"control",61,61,34,2.94117647058824,12,12,16,15,23,21,2,2,9,"1",4.64962255281799,0.51361519945974,0.617164190628855,0.832218082738073,6.53717038254749,-7.44874312159202
"393",393,"control",51,49,58,15.5172413793103,11,11,10,6,40,42,28,24,30,"4",4.04453781211468,0.58373992679161,0.713658835127723,0.817953758937404,1.17850921978081,-2.90535039510563
"394",394,"control",57,57,28,17.8571428571429,14,14,14,16,25,24,0,0,1,"1",4.66181758837537,0.501360165545327,0.542544968400437,0.924089605002635,5.37298255595781,-8.57163118545859
"395",395,"control",56,56,31,16.1290322580645,14,10,14,13,21,25,0,3,15,"1",4.24198055592318,0.281457096614237,0.333653327804492,0.843561484809047,0.878449251943728,-6.47586503382888
"396",396,"control",54,53,23,4.34782608695652,15,21,23,13,26,23,2,7,30,"4",3.99081759635584,0.434504568941637,0.752408588773232,0.577484860519837,0.483177800517597,-3.42757179189051
"397",397,"control",44,45,29,17.2413793103448,8,10,8,9,14,16,21,15,24,"2",3.99351682903657,0.634619599918768,0.702013493468096,0.903999147913258,0.398852441265988,-3.85049830990234
"398",398,"control",59,60,37,2.7027027027027,7,8,7,8,10,17,0,1,2,"3",4.43616967703139,0.495538691520705,0.590909090877969,0.838603939540745,1.76236046794226,-8.93589472469276
"399",399,"control",57,56,30,23.3333333333333,12,7,8,8,22,29,13,8,10,"2",4.54879748053149,0.561120221715729,0.588638289716093,0.953251311576017,4.48987471244661,-8.74316713272865
"400",400,"control",55,57,39,0,8,9,7,8,16,22,1,0,1,"3",4.48576494755237,0.545483757401291,0.666666665507015,0.818225637525221,1.41159086688305,-8.90418189960488
"401",401,"control",60,60,40,10,23,20,19,22,30,21,1,5,28,"4",4.46882320639815,0.228716706774169,0.283654030008362,0.806322782607483,0.835930729737465,-9.08671285687561
"402",402,"control",55,56,42,2.38095238095238,8,9,7,9,14,26,0,5,12,"2",4.15681744821056,0.37774452308256,0.502960423320262,0.751042240240103,0.678776025102277,-6.59768967009663
"403",403,"control",53,54,41,0,25,27,21,28,36,35,15,9,39,"4",4.36312924735136,0.46376133477542,0.579056347834635,0.800891547963583,3.67398411258624e-06,-7.91981491423467
"404",404,"control",51,50,25,12,16,17,18,19,26,23,14,13,21,"4",4.21002566044505,0.702680023252566,0.807643587878485,0.8700372711413,0.844066289301478,-5.15012860018232
"405",405,"control",61,60,38,7.89473684210526,19,18,24,14,34,29,0,15,27,"4",4.41062545896638,0.257378274793451,0.329359442713633,0.781451027099389,2.16771114992679,-8.53534768669096
"406",406,"control",50,50,59,0,8,9,10,13,32,31,1,0,3,"1",4.60265870335756,0.439452818312537,0.666254026387844,0.659587486015011,5.70653623385653,-8.32545112456852
"407",407,"control",54,54,60,10,15,8,12,15,26,32,5,3,15,"1",4.69362305223965,0.455500718401272,0.511021044732733,0.891354129338258,1.88098919066486,-10.3670734495049
"408",408,"control",57,57,44,11.3636363636364,14,8,10,11,36,30,34,20,27,"4",4.09370122483805,0.398563586018938,0.487133273389009,0.818181815514495,0.289947603984413,-5.29439760897095
"409",409,"control",55,57,27,29.6296296296296,7,8,7,8,12,25,0,2,12,"3",4.47980248986835,0.643711565418632,0.666666665503604,0.965567349812471,2.3579870663104,-8.99813913734525
"410",410,"control",50,46,24,0,12,14,17,12,19,21,32,21,33,"4",5.04003768909329,0.664106126030276,0.506017442012993,1.31241746013416,4.53370256029398,4.09023477237062
"411",411,"control",37,39,25,28,26,18,32,26,35,32,29,17,21,"4",3.89898320111624,0.440864893511935,0.605434035390986,0.728179896968011,0.031508203742725,0.964361872563002
"412",412,"control",60,59,44,9.09090909090909,15,15,19,16,24,20,2,1,21,"1",4.39679523036399,0.528269830636421,0.590909090837769,0.893995098108001,0.232724555837076,-8.40620646390397
"413",413,"control",53,53,35,8.57142857142857,7,9,8,8,12,21,0,0,9,"3",4.11082595205034,0.542912966705026,0.67009935763285,0.810197712504733,1.3119826822085,-5.48697028454126
"414",414,"control",58,58,37,2.7027027027027,11,11,10,8,26,23,0,0,18,"3",4.39087656143185,0.502055664730336,0.606971515857268,0.827148641433771,3.3112790297915,-8.24249283735991
"415",415,"control",55,56,40,0,9,8,11,8,17,34,1,0,16,"3",4.45752040109956,0.345393185539064,0.554405174672872,0.622997766467212,4.66515808920014,-7.62942114525176
"416",416,"control",58,53,31,3.2258064516129,9,11,10,8,22,20,0,0,28,"3",4.34123896031228,0.465764830069101,0.569134161966685,0.818374403075044,0.715190371574085,-7.68303903966182
"417",417,"control",58,57,45,97.7777777777778,18,19,23,10,30,27,2,4,43,"4",4.57297001385366,0.665215179286723,0.559312803454982,1.1893437360589,2.13592267837025,-9.65304332899642
"418",418,"control",58,59,38,0,16,12,13,8,26,25,19,15,14,"2",4.45197177994779,0.443888734281245,0.666666666699877,0.665833101388699,2.66220480710626,-8.86836111999015
"419",419,"control",57,54,36,2.77777777777778,12,12,19,11,27,25,0,3,24,"1",4.2932829335557,0.520376573964986,0.666666666685175,0.780564860925809,0.990552581428066,-7.49870619095075
"420",420,"control",55,53,39,0,9,10,11,8,20,27,4,2,11,"2",3.97899760355117,0.691172286194696,0.930754576564937,0.742593486615507,2.11993338516823e-07,-5.43058298740893
"421",421,"control",54,53,25,8,15,12,16,10,29,38,12,11,16,"2",3.99806100503266,0.776526438957028,0.949087873217303,0.818181815267209,0.833336293517382,-4.00870732941629
"422",422,"control",48,46,56,7.14285714285714,12,13,13,9,33,27,0,0,13,"1",4.11762312152608,0.460600151687391,0.626641778110583,0.735029434322378,0.17098600690091,-4.11034776141313
"423",423,"control",55,58,38,13.1578947368421,18,17,10,12,25,22,3,6,21,"1",4.06972481823813,0.400089023933732,0.497142187929877,0.804777855606504,0.123986935527553,-4.64825222988272
"424",424,"control",56,54,21,9.52380952380952,11,9,7,8,24,22,0,0,13,"3",4.1125260085147,0.378549957728834,0.489392382021387,0.773510115064053,1.00235571181656e-06,-5.25516823974844
"425",425,"control",57,54,42,11.9047619047619,14,16,15,16,24,28,0,1,19,"1",4.32535725480245,0.347933842672354,0.40606448373804,0.856843818177442,0.553501381184319,-7.73625399879268
"426",426,"control",56,56,39,2.56410256410256,11,12,13,8,21,22,0,1,29,"1",4.52832383811166,0.484420157795988,0.590909086566821,0.819787965371233,2.11986145400732,-9.25375074306476
"427",427,"control",55,54,40,5,11,14,11,8,30,21,8,16,36,"2",3.86961243761119,0.830709294409741,0.999999965435472,0.830709323122817,1.38437120888835e-07,-6.97076210376258
"428",428,"control",62,62,56,0,12,13,16,9,23,35,0,1,13,"1",4.70419825494344,0.443872432914658,0.656833750841768,0.67577592099342,5.9138285637024,-7.71831222836082
"429",429,"control",48,49,46,2.17391304347826,12,12,13,9,17,29,1,7,20,"2",3.74093145098174,0.817984225108808,0.999758503499956,0.818181813153084,0.00126284560744029,-8.35716265404853
"430",430,"control",58,57,44,15.9090909090909,7,9,10,8,16,26,1,2,17,"1",4.26178667678812,0.554093904770795,0.614405356630883,0.901837685480465,4.23537247426137,-6.15286196106478
"431",431,"control",50,47,22,63.6363636363636,12,12,11,11,23,25,5,18,14,"2",4.05668395835935,0.580489670360758,0.524892773971746,1.10592048347003,1.12073723965328,-4.09105320437739
"432",432,"control",60,53,53,5.66037735849057,7,27,11,16,21,33,0,0,33,"1",4.12451962439384,0.641740619425538,0.830997243897054,0.772253607504188,1.16051721811406e-06,-4.8103604672213
"433",433,"control",59,59,34,0,7,8,8,8,10,18,0,0,9,"3",4.63086789862521,0.433262810821069,0.656864068001766,0.659592801504716,6.25248643537136,-7.84112154109986
"434",434,"control",51,49,48,6.25,11,15,10,11,17,23,1,1,17,"1",3.89543139711586,0.629986775057962,0.73076923047856,0.862087166211694,0.030045184093842,-8.23278638784959
"435",435,"control",56,55,34,2.94117647058824,15,21,13,12,23,33,2,8,36,"4",4.11136818149574,0.506970480088378,0.702944078951368,0.721210257357402,1.71979819850868,-5.30904885444377
"436",436,"control",54,53,26,3.84615384615385,18,18,15,16,27,23,4,7,27,"4",4.50193892117599,0.492241158882375,0.590909089080419,0.833023502225034,2.26504088387979,-9.03417677778783
"437",437,"control",57,56,37,5.40540540540541,7,8,8,8,13,29,0,0,6,"3",4.43668727859402,0.521231881135383,0.611015534432954,0.853058313188561,4.87054951361607,-7.52286417549415
"438",438,"control",59,59,23,65.2173913043478,16,10,14,7,32,24,3,0,11,"1",4.59250173518418,0.391598896244485,0.302100370782838,1.29625427214713,7.50744866610236,-1.89155038094757
"439",439,"control",63,62,33,3.03030303030303,24,22,15,15,41,30,1,2,24,"4",4.3955009612249,0.556233568791443,0.651184173307505,0.854187788327552,4.25474387082715,-7.41569227591665
"440",440,"control",55,51,38,0,11,8,8,12,15,24,2,0,15,"1",4.00252289509277,0.333810710709313,0.619934177959588,0.538461537655492,0.00463939808904073,-4.2649595314488
"441",441,"control",49,49,21,4.76190476190476,8,7,9,7,39,29,0,0,2,"3",4.25921131324047,0.42538420903194,0.511813001313079,0.831132089143101,3.24616573980522,-6.81137116525315
"442",442,"control",60,60,50,0,14,10,16,8,34,20,15,1,18,"2",4.31077198115413,0.425098266454023,0.68212330548703,0.623198566937259,3.89578418214956,-6.18785222295301
"443",443,"control",60,59,32,3.125,18,21,16,13,30,28,10,14,29,"4",4.40610274430188,0.416907754283491,0.499155261062033,0.835226605438261,3.00460486778702,-8.25209024864712
"444",444,"control",52,52,36,0,14,15,10,14,22,22,0,3,12,"1",4.41480440294764,0.440529104707604,0.666666666696408,0.660793657031927,2.66654405392747,-8.59023065940643
"445",445,"control",57,56,40,5,8,18,10,11,25,26,0,2,11,"1",4.25669276414276,0.548261324266888,0.648570839991268,0.845337610729261,3.32307177726579,-6.56571159010099
"446",446,"control",57,56,23,4.34782608695652,7,7,8,8,11,23,0,0,6,"3",4.10890534909499,0.644414856340273,0.776314304938915,0.830095300628242,1.62759409611174,-5.47354809066825
"447",447,"control",54,55,39,0,14,10,11,9,33,25,0,1,18,"1",4.49617033717612,0.43644900244634,0.645897733731742,0.675724622727363,4.09859350585622,-8.7760735012413
"448",448,"control",57,55,31,9.67741935483871,15,13,12,9,29,30,3,12,17,"2",4.4803610065188,0.671160281283154,0.730769229446873,0.918429860259938,1.54326660020809,-8.90405162888117
"449",449,"control",59,60,47,2.12765957446809,13,8,13,8,24,21,1,6,11,"1",4.51418996470047,0.491067765752636,0.645986619841326,0.760182565195015,7.0692005034907,-5.3024280100781
"450",450,"control",60,60,46,0,12,8,8,8,25,23,0,0,13,"3",4.66926982401072,0.424844850762156,0.52007792522878,0.816886912812669,3.52694169089075,-10.0189625867428
