"","id","version","classification.score.1","classification.score.2","give.trials","deception.score","INT","LIF","AFF","ANT","mach_total","nar_total","pers_sum","ref_sum","bor_total","lpa","lambda","eta","gamma","eta.gamma","alpha","beta"
"550",550,"control",58,55,43,2.32558139534884,7,8,7,8,13,18,0,0,3,"3",4.153372511451,0.384476472981402,0.0474472089530454,0.337029264028357,0.543682200672714,-7.99214782546387
"551",551,"control",60,61,39,5.12820512820513,7,8,7,8,23,31,3,8,2,"2",4.44770165832212,1.2304646900546,0.940055028883408,0.290409661171192,1.18776005027335,-9.29989881667263
"552",552,"control",57,53,26,0,7,7,7,9,28,23,0,0,6,"3",4.2540255725646,1.4015418858972,0.607163989184464,0.794377896712736,1.6189536247263,-8.90936407460686
"553",553,"control",60,59,33,0,13,17,13,11,28,23,2,3,20,"1",3.96819731988898,1.98939039801465,0.878837457142475,1.11055294087218,0.421787171244864,-7.62742424667816
"554",554,"control",56,56,45,0,8,10,11,8,20,19,0,0,13,"3",4.13173374732686,0.923128697537153,0.589826164424899,0.333302533112254,0.444547447293899,-7.49852260061458
"555",555,"control",54,52,35,14.2857142857143,10,14,19,12,17,34,0,0,11,"1",4.22211824345526,0.288655145132623,0.141097153280419,0.147557991852204,0.349348830695733,-7.91406675083578
"556",556,"control",59,58,21,0,9,10,10,11,24,32,5,0,21,"1",4.27249946714451,1.37994278758219,0.607163989899662,0.772778797682528,1.90333874189222,-8.93340308465992
"557",557,"control",51,50,22,0,15,8,11,10,33,26,16,17,14,"2",4.06846050949631,0.955641280702303,0.611967356188542,0.343673924513761,0.864368247030239,-7.94290950530895
"558",558,"control",57,57,36,2.77777777777778,21,10,16,13,30,27,30,25,27,"4",3.77871285544767,1.21572480748011,0.627171739726943,0.588553067753167,1.40691541367603,-6.16328957448415
"559",559,"control",58,57,34,0,18,15,14,15,28,24,0,0,11,"1",4.50723422291618,1.09614616957744,0.314664953295666,0.781481216281774,4.17982028470677,-8.74857936550588
"560",560,"control",56,56,52,1.92307692307692,14,14,11,8,26,26,0,1,4,"1",4.2894211539822,0.427149715257909,0.170054052089587,0.257095663168322,2.50261691834433,-8.57232734801971
"561",561,"control",61,53,37,2.7027027027027,13,8,11,7,33,23,0,5,16,"1",4.04579373345466,0.746694857066143,0.524669433360344,0.222025423705799,0.223178815021634,-6.82474732799246
"562",562,"control",40,39,26,3.84615384615385,22,23,15,26,37,40,17,20,37,"4",3.81552799859113,0.533431433492057,0.197770218249139,0.335661215242918,0.984888629495104,-7.24689087444564
"563",563,"control",54,54,60,6.66666666666667,14,24,17,16,24,23,16,11,33,"4",4.25583544534683,0.471625563612589,0.242003338905657,0.229622224706932,0.576494968713707,-7.77595673678169
"564",564,"control",57,57,31,0,17,16,15,19,29,22,4,7,20,"4",4.38707699856002,1.55510420998663,0.768024743220557,0.787079466766073,1.39759793928891,-9.45009145739853
"565",565,"control",62,62,45,0,11,8,8,9,28,26,0,0,9,"3",4.26861364508817,1.00479731937317,0.649835779375074,0.354961539998096,2.23987410779339,-8.59148281824078
"566",566,"control",58,53,25,0,8,8,12,8,13,25,2,0,11,"1",3.79371826607396,0.942825406897728,0.607163992091686,0.335661414806042,0.0670655886502193,-7.72364042769422
"567",567,"control",58,58,48,0,8,7,7,8,29,25,0,0,7,"3",4.75570565448703,1.52085269162183,0.795030520423108,0.725822171198722,4.73769692727416,-9.30232561511058
"568",568,"control",52,50,53,0,14,19,17,16,27,22,1,8,25,"1",4.3788168207028,1.05028874439899,0.676739632123887,0.373549112275103,1.36933583669031,-9.13299578198374
"569",569,"control",61,61,59,0,13,12,17,11,22,26,0,6,22,"1",4.68244990484224,1.58375673012008,0.831468086636179,0.752288643483901,4.2907729203045,-9.40767444484213
"570",570,"control",58,56,36,5.55555555555556,13,12,14,9,22,28,0,0,18,"1",4.29391324213812,0.871004963956674,0.607163991062828,0.263840972893846,2.26043746134697,-8.56677353836683
"571",571,"control",59,59,40,2.5,7,10,16,8,26,27,0,6,10,"1",4.77153948663737,1.45245683629646,1.12625973508709,0.32619710120937,3.51488041825589,-10.0385481558133
"572",572,"control",59,58,46,2.17391304347826,8,10,12,11,22,26,0,2,18,"1",4.26811567132421,0.891860238972529,0.482773993847021,0.409086245125508,1.12054190340247,-8.57059163678356
"573",573,"control",60,56,46,4.34782608695652,20,25,10,15,31,27,0,0,19,"1",4.25653094615881,0.467156627718574,0.243033026368385,0.224123601350189,1.25594764440897,-7.88968352096965
"574",574,"control",57,54,23,0,14,7,11,8,36,26,1,5,13,"1",4.06724044266477,1.08167347839568,0.825783572181121,0.255889906214559,0.304540251741657,-7.36849110809574
"575",575,"control",55,55,40,2.5,14,14,14,14,30,33,3,6,43,"1",4.33961669115224,0.348065813500889,0.0768811246542346,0.271184688846654,3.49907915620618,-8.41627245943032
"576",576,"control",58,57,42,11.9047619047619,11,7,9,8,33,35,2,6,7,"2",4.12075530131263,0.988020994111211,0.805387184157666,0.182633809953545,1.31345595416085,-7.70030560720474
"577",577,"control",59,57,37,0,11,13,13,12,30,27,0,0,11,"1",3.93428215062902,1.5236953157689,1.06794469970819,0.45575061606071,1.90271809149792,-7.05271041178139
"578",578,"control",55,56,36,2.77777777777778,16,23,22,18,23,21,24,5,34,"4",3.97588695726276,0.544970817062666,0.168660936780463,0.376309880282203,3.70426851864804,-6.25756962113589
"579",579,"control",50,51,48,0,8,7,15,8,26,26,4,0,8,"1",4.35144060297422,1.07025363636379,0.20625532170069,0.8639983146631,2.51296091253702,-9.090275652606
"580",580,"control",58,60,29,0,8,12,16,11,21,21,10,1,20,"2",4.11032148860898,1.89285380924865,0.961680025407722,0.931173783840928,2.78281446207255,-7.88018527551104
"581",581,"control",53,53,32,9.375,7,15,17,10,10,21,22,20,22,"2",4.05576022725843,0.909592899393309,0.612888810251677,0.296704089141632,2.28872227939011,-6.82028659848341
"582",582,"control",56,55,40,0,12,14,15,9,20,23,5,6,14,"2",4.38813891098523,1.17235945080514,0.840584393661632,0.331775057143508,2.34231372176853,-9.17834478298792
"583",583,"control",54,53,34,0,10,7,8,8,20,24,0,4,6,"2",4.36311430053034,1.05917829755026,0.225915406864723,0.833262890685537,2.80544001784793,-9.02010678168721
"584",584,"control",60,57,34,23.5294117647059,10,14,15,13,22,22,6,2,18,"1",4.12596129112185,0.691927550211017,0.571543399211161,0.120384150999856,3.29480310815673,-7.21675270873329
"585",585,"control",49,42,24,16.6666666666667,9,14,10,8,25,31,31,14,28,"2",4.24155010773428,1.03311119855559,2.39828052854918,-1.36516932999359,1.58462418024708,1.04781139703791
"586",586,"control",61,61,27,0,7,8,8,11,18,23,0,0,11,"3",4.81696212843464,1.59844171610111,0.953275278816406,0.645166437284704,4.85013578467975,-9.43212688089222
"587",587,"control",55,53,37,0,10,10,9,9,17,23,0,0,6,"3",4.28855548989621,1.26180524368346,0.389691097856263,0.872114145827197,1.02894473964737,-9.07780567949577
"588",588,"control",54,55,46,28.2608695652174,27,17,24,18,39,36,40,30,41,"4",4.44677486865268,3.00186392258279,1.79374463940259,1.2081192831802,4.67196371347601,-0.678946509844351
"589",589,"control",61,61,50,0,13,7,7,8,29,20,0,0,26,"3",4.6875762166137,1.41748370141944,1.07419435394666,0.34328934747278,2.87498381526966,-10.0943699572923
"590",590,"control",55,53,32,12.5,8,8,8,9,27,27,0,1,12,"3",4.12703296905377,0.569951521857371,0.461730110092614,0.108221411764757,0.84535377413915,-7.99639972405998
"591",591,"control",54,52,26,7.69230769230769,7,7,9,7,19,19,0,0,0,"3",3.99427388915461,1.35139469913446,1.0157334810976,0.33566121803686,0.963449758100902,-7.66078600080788
"592",592,"control",59,57,24,4.16666666666667,12,11,21,9,27,29,2,2,16,"1",3.92534490013951,0.541213532170075,0.159727137625852,0.381486394544223,3.59834863009353,-5.69398319683091
"593",593,"control",61,63,26,3.84615384615385,15,20,14,10,14,25,4,4,16,"1",4.28598743803844,1.03265521602752,0.749553669742583,0.283101546284937,2.43588421094935,-8.15762306466084
"594",594,"control",59,58,58,1.72413793103448,11,9,18,8,31,20,2,0,21,"1",4.52422574715069,1.15614070698842,0.810767192272523,0.345373514715897,2.09157071230428,-9.77168190326619
"595",595,"control",57,55,37,0,11,10,8,8,30,27,0,11,12,"2",4.25677560912823,0.599714625225611,0.381119821815752,0.218594803409859,0.355834962216623,-7.87441681543221
"596",596,"control",49,49,33,0,13,10,11,10,22,27,0,0,23,"3",4.75218590129647,1.04031166396167,0.305604058085179,0.734707605876491,5.15586459892298,-8.85148135227396
"597",597,"control",64,60,42,11.9047619047619,13,9,10,9,18,22,0,1,17,"3",4.01870616814952,1.05771598822616,0.769833593587266,0.287882394638894,2.90429095203375,-6.73188309238347
"598",598,"control",57,56,48,6.25,14,9,14,12,35,28,2,4,10,"1",4.46812457576842,0.964751499102191,0.689987302676831,0.27476419642536,4.60674663954173,-7.40417030534535
"599",599,"control",56,56,47,4.25531914893617,7,7,7,8,12,27,0,0,7,"3",3.88406357521385,1.43438343790842,1.03844219044828,0.39594124746014,1.14844753021759,-7.11121996905622
"600",600,"control",55,55,60,0,15,13,18,8,34,23,5,6,24,"2",4.68221673997105,1.64010637250246,0.875592762249442,0.764513610253018,4.26362414162002,-9.42378574662033
"601",601,"control",51,48,53,9.43396226415094,10,7,9,8,29,36,13,14,4,"2",3.8303944459528,1.67741613220156,1.33566121422575,0.34175491797581,2.18161936323292,-6.28474016909675
"602",602,"control",55,56,36,0,14,16,17,16,24,22,0,0,21,"1",4.25515398955257,1.13493525768777,0.263325766757722,0.871609490930048,1.9977018983067,-8.8373909899783
"603",603,"control",57,55,47,0,18,24,16,8,34,24,17,10,47,"4",4.28507179032616,1.20650460245077,0.275071130306036,0.931433472144734,0.95126904773555,-9.05588691370408
"604",604,"control",42,50,20,45,14,21,18,17,30,25,20,17,43,"4",2.91921662602418,0.178620131183988,0.565608462735126,-0.386988331551138,0.0314730154578362,-2.94381397509831
"605",605,"control",57,52,25,0,15,6,8,9,39,34,4,11,14,"2",4.14812089467874,0.390719705570644,0.0550584904193651,0.335661215151279,0.614243131860063,-8.26791995398921
"606",606,"control",56,56,42,0,9,8,10,8,21,14,0,0,4,"3",4.76801461381984,1.69524091624571,0.978018193029868,0.717222723215842,4.60023818946753,-9.48178724927162
"607",607,"control",50,48,32,28.125,18,17,22,18,27,25,26,20,30,"4",2.98226085386532,1.17938841873718,0.908238486617199,0.271149932119981,4.01897686864361e-08,-3.26405501941424
"608",608,"control",54,53,60,0,7,7,10,8,11,24,0,0,0,"3",4.00528772289511,0.830544865458007,0.00270556461174418,0.827839300846263,3.40719446793024,-6.83396769854041
"609",609,"control",57,60,39,5.12820512820513,13,17,14,9,35,32,39,31,45,"4",3.77094823141012,1.64988386216882,1.18875757009976,0.46112629206906,0.213347341500118,-5.89365729893317
"610",610,"control",58,58,48,0,13,14,14,10,23,37,0,0,17,"1",4.71288409836961,1.44770692958621,1.10162249009136,0.34608443949485,3.2666592139891,-9.99898260737238
"611",611,"control",58,55,40,10,8,7,7,8,18,28,0,0,10,"3",4.3989235642953,0.751906858731123,0.595020711183301,0.156886147547822,1.50225523622547,-9.43849606965235
"612",612,"control",41,45,41,24.390243902439,30,26,30,30,38,37,31,23,43,"4",2.9041251313039,1.593147073146,2.50647769953413e-07,1.59314682249823,1.15189551290664e-07,-0.719905172592673
"613",613,"control",58,57,34,2.94117647058824,7,7,8,8,11,27,0,0,1,"3",3.96636438592225,1.68713626616472,1.29199349785764,0.39514276830708,0.96597031784077,-7.26423702759744
"614",614,"control",54,55,32,0,20,14,14,16,32,29,0,2,8,"1",4.37363893179296,1.22149689783958,0.432043010719488,0.789453887120092,2.22391916494753,-9.28273228363043
"615",615,"control",57,56,39,5.12820512820513,7,10,9,8,14,18,8,1,12,"2",3.8503146283799,0.58416052096217,0.170195465219883,0.413965055742287,0.227697361125482,-5.97358259138835
